"Name","Vetic Variant ID","Clinic ID","Clinic Name","Mapped Clinic Name","In Hand Quantity","Bad Inventory Count","Priority"
"Purina Felix Gravy Lover with Chicken in Xtra  Gravy Cat Wet Food 70gm","46e6b80c-3c8c-4f60-8810-83406f5e07a6","1eaebe26-ac80-4280-8f86-006e6756aed3","TAMS, Sector 45,Gurugram","GGN45","9","1","Normal"
"Purina Felix Gravy Lover with Chicken in Xtra  Gravy Cat Wet Food 70gm","46e6b80c-3c8c-4f60-8810-83406f5e07a6","c9243bcc-034d-475f-b909-bfd8c27c577b","TAMS, Sector 49, Noida","Noida49","15","1","Normal"
"Purina Felix Gravy Lover with Chicken in Xtra  Gravy Cat Wet Food 70gm","46e6b80c-3c8c-4f60-8810-83406f5e07a6","0bdd16a9-6994-4e99-bfad-e774b846441e","TAMS, Sector 57,Gurugram","GGN57","24","1","Normal"
"Purina Felix Gravy Lover with Chicken in Xtra  Gravy Cat Wet Food 70gm","46e6b80c-3c8c-4f60-8810-83406f5e07a6","0d23ce66-dc7a-4391-8e71-b79a24d71ee1","TAMS, Secunderabad, Hyderabad","Secunderabad","9","1","Normal"
"Purina Felix Gravy Lover with Chicken in Xtra  Gravy Cat Wet Food 70gm","46e6b80c-3c8c-4f60-8810-83406f5e07a6","38f87819-210b-4634-95a1-329da288d91d","TAMS, Sohna Road, Gurugram","Sohna","4","1","Normal"
"Purina Felix Gravy Lover with Chicken in Xtra  Gravy Cat Wet Food 70gm","46e6b80c-3c8c-4f60-8810-83406f5e07a6","a5268ae1-bfdc-4b6d-a2c1-67064f113047","TAMS, Vasant Kunj","Vasant Kunj","12","1","Normal"
"Purina Felix Gravy Lover with Chicken in Xtra  Gravy Cat Wet Food 70gm","46e6b80c-3c8c-4f60-8810-83406f5e07a6","c9243bcc-034d-475f-b909-bfd8c27c577c","TAMS, Wakad, Pune","TAMS, Wakad, Pune","3","1","Normal"
"Purina Felix Gravy Lover with Chicken in Xtra  Gravy Cat Wet Food 70gm","46e6b80c-3c8c-4f60-8810-83406f5e07a6","699f94b4-e930-4564-92b3-3264e23a69b1","TAMS, Whitefield, Bengaluru","Whitefield","25","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","b5338db8-ebbb-435e-a6a7-6f7036bb2607","Nibble Kind, Goregaon, Mumbai","Goregaon","24","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","6ecb778d-a286-4e90-b9b7-1e101d6649d1","Nibble Kind, Lower Parel, Mumbai","Lower Parel","24","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","bfe98ce8-4649-4fda-a7fe-b0a9a927cff2","Nibble Kind, Mulund, Mumbai","Mulund","23","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","5d39e6cd-e768-4f2a-83b3-d49358d6b050","Nibble Kind, Powai, Mumbai","Powai","20","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","5d9b6915-e35a-4cdc-aaed-73243c9db120","Nibble Kind, Santacruz, Mumbai","Santacruz","24","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","c891cc18-2f3f-46d8-b92a-77f1231a275e","Regal Bites, Anna Nagar, Chennai","Anna Nagar","6","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","eba50778-2ecd-49e5-a793-4be86cbb7126","Regal Bites, Dwarka Sector 17, New Delhi","Dwarka Sector 17","20","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","c97b23a8-f43d-4bdf-ac6b-309b9f422d57","Regal Bites, Sector 15, Gurugram","GGN15","11","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","a4ba11be-ede7-4413-9b4d-fcf6cdbb8de4","TAMS Salt Lake","Salt Lake","24","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","bafd66a5-979f-41e1-860c-5f66eab991aa","TAMS,  DLF Galleria,Gurgaon","Galleria","11","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","ec15d076-faa7-4fda-a8de-eaf08b99a6ee","TAMS,  Indirapuram, Ghaziabad","Indirapuram","12","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","354ef279-71e3-4196-b8dc-f5eca968b7d8","TAMS,  Malviya Nagar ,New Delhi","Malviya Nagar","7","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","24027a43-f039-4f37-85a2-e0cef5e179f4","TAMS, Andheri West, Mumbai","Andheri","9","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","09d1cdc8-2d79-47bc-be00-95d70b983ffe","TAMS, Aundh, Pune","Aundh","8","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","974daff3-5c82-4459-a894-d6ff135ea881","TAMS, Banjara Hills, Hyderabad","Banjara Hills","18","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","b389bce1-b476-4bb1-bf45-72a8c9272554","TAMS, Bannerghatta Road, Bengaluru","Bannerghatta","34","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","cf3efebd-8031-4da4-9405-bbc8e68b63b3","TAMS, Chembur, Mumbai","Chembur","22","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","154bf161-2853-44d9-9239-61a2ab713aa9","TAMS, Defence Colony, New Delhi","Defence Colony","13","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","f1e81d20-c477-4dab-8349-e1eddbab6b6e","TAMS, Electronic City, Bengaluru","Electronic","36","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","23e4be73-4a79-404e-bf8c-9c4f30a0fada","TAMS, GCR, Gurugram","GCR","9","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","ecffb8f2-b8e9-485d-b3b8-bcafc7d6ecbd","TAMS, Greater Kailash 1 ,New Delhi","Greater Kailash","10","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","22bb5f03-f29c-4340-86a8-153209dbbc62","TAMS, Hitec City, Hyderabad","Hitec City","24","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","95c10d3d-7727-4ee8-be2e-acb4bc560417","TAMS, HSR Layout, Bengaluru","HSR","15","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","622635df-0ed4-4e40-8ded-a8445bf34a21","TAMS, Kalyan Nagar, Bengaluru","Kalyan Nagar","12","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","10345293-4204-43b4-9c8e-f78274923325","TAMS, Kalyani Nagar, Pune","Kalyani Nagar","7","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","af52a7a1-87f5-4319-bbd1-8968695cf735","TAMS, Kukatpally, Hyderabad","Kukatpally","23","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","704362c1-0450-4e00-b4b8-350ea4ba3b3e","TAMS, Manikonda, Hyderabad","Manikonda","15","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","f67006c5-380f-4b41-aadf-ab3f0983d640","TAMS, Mira Raod","Mira Road","4","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","2d7e9862-5257-4b84-81f0-df40a6c3dd43","TAMS, Nagarbhavi, Bengaluru","Nagarbhavi","23","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","b781f237-1084-4cc5-a1f7-9e1c565d0ebe","TAMS, NIBM, Pune","NIBM","12","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","5261f006-30e9-4282-bc86-5927a101862b","TAMS, Pitampura, New Delhi","Pitampura","3","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","ecd7530a-82a5-4d50-9483-1b94adaca171","TAMS, Sadashiva Nagar, Bengaluru","Sadashiva","23","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","885ccdb7-e3c7-49f8-b5cc-c4a01291398d","TAMS, Sector 20, Noida","Noida20","10","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","1eaebe26-ac80-4280-8f86-006e6756aed3","TAMS, Sector 45,Gurugram","GGN45","12","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","c9243bcc-034d-475f-b909-bfd8c27c577b","TAMS, Sector 49, Noida","Noida49","8","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","0bdd16a9-6994-4e99-bfad-e774b846441e","TAMS, Sector 57,Gurugram","GGN57","15","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","0d23ce66-dc7a-4391-8e71-b79a24d71ee1","TAMS, Secunderabad, Hyderabad","Secunderabad","22","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","38f87819-210b-4634-95a1-329da288d91d","TAMS, Sohna Road, Gurugram","Sohna","35","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","0af95382-a5d8-4ca9-ba19-492cc640a5bd","TAMS, Thane West Part A,Mumbai","Thane","1","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","d217369d-92cd-4196-be25-559d46b1b5b5","TAMS, Thane West, Mumbai","Thane","12","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","c9243bcc-034d-475f-b909-bfd8c27c577c","TAMS, Wakad, Pune","TAMS, Wakad, Pune","12","1","Normal"
"Purina Felix Gravy Lover with Tuna in Xtra Gravy  Cat Wet Food 70gm","c6cb8e6c-178b-421b-b1ea-003e399badd7","2fa4688d-f515-44fe-89f6-fdf8f2703194","TAMS, Yelahanka, Bengaluru","Yelahanka","12","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","622635df-0ed4-4e40-8ded-a8445bf34999","InventoryDemo - TAMS","InventoryDemo - TAMS","6","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","b5338db8-ebbb-435e-a6a7-6f7036bb2607","Nibble Kind, Goregaon, Mumbai","Goregaon","48","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","6ecb778d-a286-4e90-b9b7-1e101d6649d1","Nibble Kind, Lower Parel, Mumbai","Lower Parel","18","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","bfe98ce8-4649-4fda-a7fe-b0a9a927cff2","Nibble Kind, Mulund, Mumbai","Mulund","42","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","5d9b6915-e35a-4cdc-aaed-73243c9db120","Nibble Kind, Santacruz, Mumbai","Santacruz","42","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","c891cc18-2f3f-46d8-b92a-77f1231a275e","Regal Bites, Anna Nagar, Chennai","Anna Nagar","46","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","310d0e35-cc74-4c90-8bdf-9106fd7b8be6","Regal Bites, Derawal","Derawal","24","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","a5967b46-7218-41fe-9065-ad2399957069","Regal Bites, Paschim Vihar","Paschim Vihar","13","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","23c67496-bee5-4ff2-9304-07aca2ed814f","Regal Bites, Rohini Sec 24","Rohini Sec 24","56","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","c29302e7-538a-4b19-ad96-f41fd3c3a35f","Regal Bites, Rohini Sec-8","Rohini Sec-8","2","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","c97b23a8-f43d-4bdf-ac6b-309b9f422d57","Regal Bites, Sector 15, Gurugram","GGN15","34","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","9d053fe8-d23c-41bd-981d-c1c16c6547fd","TAMS Borivali, Mumbai","Borivali","18","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","a4ba11be-ede7-4413-9b4d-fcf6cdbb8de4","TAMS Salt Lake","Salt Lake","4","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","01039684-08ed-4b36-b903-da0eef54aad9","TAMS,  Banashankari, Bengaluru","Banashankari","2","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","bafd66a5-979f-41e1-860c-5f66eab991aa","TAMS,  DLF Galleria,Gurgaon","Galleria","27","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","ec15d076-faa7-4fda-a8de-eaf08b99a6ee","TAMS,  Indirapuram, Ghaziabad","Indirapuram","92","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","354ef279-71e3-4196-b8dc-f5eca968b7d8","TAMS,  Malviya Nagar ,New Delhi","Malviya Nagar","15","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","24027a43-f039-4f37-85a2-e0cef5e179f4","TAMS, Andheri West, Mumbai","Andheri","99","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","b389bce1-b476-4bb1-bf45-72a8c9272554","TAMS, Bannerghatta Road, Bengaluru","Bannerghatta","7","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","cf3efebd-8031-4da4-9405-bbc8e68b63b3","TAMS, Chembur, Mumbai","Chembur","18","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","154bf161-2853-44d9-9239-61a2ab713aa9","TAMS, Defence Colony, New Delhi","Defence Colony","7","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","bad84ea4-ce1a-4f76-be36-cf7af68f3b30","TAMS, Domlur, Bengaluru","Domlur","12","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","f1e81d20-c477-4dab-8349-e1eddbab6b6e","TAMS, Electronic City, Bengaluru","Electronic","15","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","23e4be73-4a79-404e-bf8c-9c4f30a0fada","TAMS, GCR, Gurugram","GCR","14","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","ecffb8f2-b8e9-485d-b3b8-bcafc7d6ecbd","TAMS, Greater Kailash 1 ,New Delhi","Greater Kailash","30","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","22bb5f03-f29c-4340-86a8-153209dbbc62","TAMS, Hitec City, Hyderabad","Hitec City","15","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","95c10d3d-7727-4ee8-be2e-acb4bc560417","TAMS, HSR Layout, Bengaluru","HSR","23","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","622635df-0ed4-4e40-8ded-a8445bf34a21","TAMS, Kalyan Nagar, Bengaluru","Kalyan Nagar","22","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","1cad5948-5403-490d-ba9b-b08e708b672f","TAMS, Kandivali West, Mumbai","Kandivali","107","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","ca0a4265-09b3-4c1f-8216-6ff5a21c69ef","TAMS, Koramangala","Koramangala","7","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","af52a7a1-87f5-4319-bbd1-8968695cf735","TAMS, Kukatpally, Hyderabad","Kukatpally","59","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","704362c1-0450-4e00-b4b8-350ea4ba3b3e","TAMS, Manikonda, Hyderabad","Manikonda","7","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","b781f237-1084-4cc5-a1f7-9e1c565d0ebe","TAMS, NIBM, Pune","NIBM","1","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","ecd7530a-82a5-4d50-9483-1b94adaca171","TAMS, Sadashiva Nagar, Bengaluru","Sadashiva","9","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","618b7202-5833-4768-9799-5a9d3eb9a8ef","TAMS, Sector 14, Faridabad","Faridabad","22","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","885ccdb7-e3c7-49f8-b5cc-c4a01291398d","TAMS, Sector 20, Noida","Noida20","55","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","1eaebe26-ac80-4280-8f86-006e6756aed3","TAMS, Sector 45,Gurugram","GGN45","48","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","c9243bcc-034d-475f-b909-bfd8c27c577b","TAMS, Sector 49, Noida","Noida49","22","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","0bdd16a9-6994-4e99-bfad-e774b846441e","TAMS, Sector 57,Gurugram","GGN57","12","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","41a9edb4-b74a-4a6a-a8eb-36d7d43fd768","TAMS, Sector 82A, Gurugram","GGN82A","25","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","0d23ce66-dc7a-4391-8e71-b79a24d71ee1","TAMS, Secunderabad, Hyderabad","Secunderabad","33","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","38f87819-210b-4634-95a1-329da288d91d","TAMS, Sohna Road, Gurugram","Sohna","23","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","0af95382-a5d8-4ca9-ba19-492cc640a5bd","TAMS, Thane West Part A,Mumbai","Thane","72","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","d217369d-92cd-4196-be25-559d46b1b5b5","TAMS, Thane West, Mumbai","Thane","34","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","a5268ae1-bfdc-4b6d-a2c1-67064f113047","TAMS, Vasant Kunj","Vasant Kunj","4","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","699f94b4-e930-4564-92b3-3264e23a69b1","TAMS, Whitefield, Bengaluru","Whitefield","2","1","Normal"
"Purina Felix Kitten with Tuna in Jelly Wet Cat Food - 85g","4ee8dc08-ffd3-4679-8b37-b7511e8dfe3c","2fa4688d-f515-44fe-89f6-fdf8f2703194","TAMS, Yelahanka, Bengaluru","Yelahanka","23","1","Normal"
"Royal Canin Mini Puppy Dog Food - 85g - 85g","95b7f78a-b783-47fc-a414-470e86dd61f3","622635df-0ed4-4e40-8ded-a8445bf34999","InventoryDemo - TAMS","InventoryDemo - TAMS","54","1","Normal"
"Royal Canin Mini Puppy Dog Food - 85g - 85g","95b7f78a-b783-47fc-a414-470e86dd61f3","b5338db8-ebbb-435e-a6a7-6f7036bb2607","Nibble Kind, Goregaon, Mumbai","Goregaon","14","1","Normal"
"Royal Canin Mini Puppy Dog Food - 85g - 85g","95b7f78a-b783-47fc-a414-470e86dd61f3","6ecb778d-a286-4e90-b9b7-1e101d6649d1","Nibble Kind, Lower Parel, Mumbai","Lower Parel","72","1","Normal"
"Royal Canin Mini Puppy Dog Food - 85g - 85g","95b7f78a-b783-47fc-a414-470e86dd61f3","5d39e6cd-e768-4f2a-83b3-d49358d6b050","Nibble Kind, Powai, Mumbai","Powai","81","1","Normal"
"Royal Canin Mini Puppy Dog Food - 85g - 85g","95b7f78a-b783-47fc-a414-470e86dd61f3","5d9b6915-e35a-4cdc-aaed-73243c9db120","Nibble Kind, Santacruz, Mumbai","Santacruz","58","1","Normal"
"Royal Canin Mini Puppy Dog Food - 85g - 85g","95b7f78a-b783-47fc-a414-470e86dd61f3","fffffcf3-2747-4fbf-9374-2af27fac8185","Regal Bites, Behala, Kolkata","Behala","11","1","Normal"
"Royal Canin Mini Puppy Dog Food - 85g - 85g","95b7f78a-b783-47fc-a414-470e86dd61f3","b90b2c8a-d441-4009-b178-e04e1b60b0b4","Regal Bites, Himayat Nagar, Hyderabad","Himayat Nagar","3","1","Normal"
"Royal Canin Mini Puppy Dog Food - 85g - 85g","95b7f78a-b783-47fc-a414-470e86dd61f3","bf1e48b1-1fc9-4ef2-b6aa-3b487c0f398b","Regal Bites, Southern Avenue, Kolkata","Southern Avenue","1","1","Normal"
"Royal Canin Mini Puppy Dog Food - 85g - 85g","95b7f78a-b783-47fc-a414-470e86dd61f3","9d053fe8-d23c-41bd-981d-c1c16c6547fd","TAMS Borivali, Mumbai","Borivali","83","1","Normal"
"Royal Canin Mini Puppy Dog Food - 85g - 85g","95b7f78a-b783-47fc-a414-470e86dd61f3","a4ba11be-ede7-4413-9b4d-fcf6cdbb8de4","TAMS Salt Lake","Salt Lake","7","1","Normal"
"Royal Canin Mini Puppy Dog Food - 85g - 85g","95b7f78a-b783-47fc-a414-470e86dd61f3","01039684-08ed-4b36-b903-da0eef54aad9","TAMS,  Banashankari, Bengaluru","Banashankari","10","1","Normal"
"Royal Canin Mini Puppy Dog Food - 85g - 85g","95b7f78a-b783-47fc-a414-470e86dd61f3","ec15d076-faa7-4fda-a8de-eaf08b99a6ee","TAMS,  Indirapuram, Ghaziabad","Indirapuram","48","1","Normal"
"Royal Canin Mini Puppy Dog Food - 85g - 85g","95b7f78a-b783-47fc-a414-470e86dd61f3","24027a43-f039-4f37-85a2-e0cef5e179f4","TAMS, Andheri West, Mumbai","Andheri","30","1","Normal"
